date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:39	16954/16954	U--MC-	200	updated ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:38%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/12-fly-fishing	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/12-fly-fishing.html	(from )
14:56:44	15018/15018	U--MC-	200	updated ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:41%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/user-login	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/user-login.html	(from )
14:56:44	25403/25403	U--MC-	200	updated ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:40%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/item/69-fusce-euismod-consequat-ante	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/item/69-fusce-euismod-consequat-ante.html	(from )
14:56:45	32817/32817	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:40%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/10	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/10.html	(from )
14:56:45	15352/15352	U--MC-	200	updated ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:42%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/user-profile?view=reset	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/user-profile798d.html	(from )
14:56:46	15197/15197	U--MC-	200	updated ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:45%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/user-profile?view=remind	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/user-profile4488.html	(from )
14:56:49	27626/27626	U--MC-	200	updated ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:47%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/user-profile?view=registration	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/user-profile4437.html	(from )
14:56:49	18608/18608	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:48%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/7	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/7.html	(from )
14:56:50	22063/22063	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:49%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/5	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/5.html	(from )
14:56:51	20306/20306	U--MC-	200	updated ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:50%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/privacy-policy	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/privacy-policy.html	(from )
14:56:53	18611/18611	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:50%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/2	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/2.html	(from )
14:56:55	24249/24249	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:52%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2011/12	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2011/12.html	(from )
14:56:56	23219/23219	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:54%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/4	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/4.html	(from )
14:56:57	19966/19966	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:55%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/3	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/3.html	(from )
14:56:59	29266/29266	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:57%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/1	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/services/itemlist/date/2012/1.html	(from )
14:56:59	16915/16915	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:58%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/11-top	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/11-top.html	(from )
14:57:00	16963/16963	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:59%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/13-new-line	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/13-new-line.html	(from )
14:57:00	13/13	---MC-	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202013%2019:56:59%20GMT	http://livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/14-save	C:/web/templatemonster_43780/template%20monster/livedemo00.template-help.com/joomla_43780/index.php/component/k2/item/14-save.html	(from )
14:57:01	26/26	U-----	200	untouched ('OK')	text/plain	etag:%2233c2800-1a-4a8a787408540%22	http://livedemo00.template-help.com/robots.txt		(from )
14:57:01	94840/94840	U-----	200	untouched ('')	text/javascript	date:Thu,%2029%20Mar%202012%2018:19:50%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.7/jquery.min.js	C:/web/templatemonster_43780/template%20monster/ajax.googleapis.com/ajax/libs/jquery/1.7/jquery.min.js	(from http://livedemo00.template-help.com/joomla_43780/)
14:57:02	200719/200719	U-----	200	untouched ('')	text/javascript	date:Fri,%2012%20Oct%202012%2018:27:19%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8/jquery-ui.min.js	C:/web/templatemonster_43780/template%20monster/ajax.googleapis.com/ajax/libs/jqueryui/1.8/jquery-ui.min.js	(from http://livedemo00.template-help.com/joomla_43780/)
